[0, -301.211394387817, -301.211394387817, 97, 0.998]
[1, -128.41256875285697, -214.81198157033697, 64, 0.996004]
[2, -112.78718825345243, -180.80371713137546, 99, 0.994011992]
[3, -63.52254082761299, -151.48342305543483, 65, 0.992023968016]
[4, -263.62455658657393, -173.91164976166266, 108, 0.990039920079968]
[5, -225.83336617007393, -182.56526916306453, 108, 0.9880598402398081]
[6, -176.00744823142853, -181.62843760140225, 102, 0.9860837205593285]
[7, -190.1644706451752, -182.69544173187387, 103, 0.9841115531182099]
[8, -61.37454274762756, -169.2153418447354, 67, 0.9821433300119734]
[9, -225.97069667294977, -174.89087732755684, 66, 0.9801790433519495]
[10, -127.33349303741213, -170.5674787557255, 72, 0.9782186852652456]
[11, -97.57170840095627, -164.48449789282807, 84, 0.976262247894715]
[12, -280.2475713720819, -173.38934969892455, 71, 0.9743097233989256]
[13, -403.5074273786461, -189.8263552474761, 122, 0.9723611039521278]
[14, -112.12579213775015, -184.6463177068277, 68, 0.9704163817442236]
[15, -81.74682027297527, -178.21509911721188, 69, 0.9684755489807352]
[16, -111.68214164011391, -174.30139573620613, 77, 0.9665385978827737]
[17, -194.90170762522615, -175.44585750781835, 70, 0.9646055206870082]
[18, -108.92167179202609, -171.94458457540824, 73, 0.9626763096456342]
[19, -347.0611260715444, -180.70041165021505, 138, 0.9607509570263429]
[20, -314.77977501958617, -187.08514323923274, 145, 0.9588294551122902]
[21, -294.06638888132073, -191.9479271320549, 85, 0.9569117962020657]
[22, -281.5716829077413, -195.84461216578038, 79, 0.9549979726096616]
[23, -145.11776671144494, -193.73099360518304, 101, 0.9530879766644422]
[24, -67.86234765656612, -188.6962477672384, 64, 0.9511818007111134]
[25, -123.67005784372034, -186.19524046248767, 78, 0.9492794371096911]
[26, -159.4034994743543, -185.20295375922348, 65, 0.9473808782354717]
[27, -333.16563609753695, -190.4873352713061, 108, 0.9454861164790007]
[28, -134.00523781965265, -188.53967673849044, 100, 0.9435951442460427]
[29, -347.8725032296512, -193.8507709548625, 127, 0.9417079539575507]
[30, -230.0483449860304, -195.01843463328726, 78, 0.9398245380496356]
[31, -155.05111993900408, -193.76945604909093, 88, 0.9379448889735363]
[32, -154.64273045733535, -192.58379769782562, 73, 0.9360689991955893]
[33, -163.12157720605697, -191.71726180100887, 141, 0.9341968611971981]
[34, -87.56796202395606, -188.7415675216645, 92, 0.9323284674748037]
[35, -158.20701875038753, -187.89338561135128, 126, 0.930463810539854]
[36, -212.60139504425874, -188.5611696500785, 85, 0.9286028829187744]
[37, -301.52361853590014, -191.53386567338958, 109, 0.9267456771529368]
[38, -146.15009337147194, -190.37017920410966, 100, 0.9248921857986309]
[39, -94.08814651210895, -187.96312838680964, 76, 0.9230424014270336]
[40, -77.0586567432022, -185.25814127355093, 72, 0.9211963166241796]
[41, -195.48179263848897, -185.5015615441447, 107, 0.9193539239909312]
[42, -239.54889428602928, -186.75847625907224, 90, 0.9175152161429493]
[43, -85.59218932050784, -184.45924246501397, 94, 0.9156801857106633]
[44, -208.11702289191732, -184.98497091894518, 114, 0.913848825339242]
[45, -235.46027188829194, -186.08226007045272, 129, 0.9120211276885636]
[46, -87.85258751788774, -183.99226703741942, 75, 0.9101970854331864]
[47, -165.29947868212096, -183.602833946684, 68, 0.9083766912623201]
[48, -116.3506520753385, -182.23034043910553, 120, 0.9065599378797955]
[49, -145.77716330929798, -181.50127689650938, 85, 0.9047468180040359]
[50, -276.3744852435482, -183.3615358837062, 125, 0.9029373243680279]
[51, -88.98423845152162, -181.5465878561642, 70, 0.9011314497192918]
[52, -171.82082126827257, -181.363082826204, 104, 0.8993291868198532]
[53, -104.46630540362678, -179.9390684294896, 61, 0.8975305284462135]
[54, -99.13957117817857, -178.46998666128394, 160, 0.8957354673893211]
[55, -177.2688815773812, -178.44853835621421, 119, 0.8939439964545425]
[56, -175.1012036165796, -178.38981318534343, 112, 0.8921561084616334]
[57, -60.65563351391045, -176.35991353583597, 91, 0.8903717962447101]
[58, -105.03827210332005, -175.15107215562384, 101, 0.8885910526522206]
[59, -152.37530207189496, -174.77147598756167, 88, 0.8868138705469162]
[60, -151.55732459969443, -174.39091612874418, 84, 0.8850402428058224]
[61, -486.8949868427148, -179.43130436606629, 115, 0.8832701623202107]
[62, -298.30017199643555, -181.31811178877058, 159, 0.8815036219955703]
[63, -172.95399446467914, -181.18742245558167, 77, 0.8797406147515792]
[64, -97.9957828806991, -179.90755107750653, 92, 0.877981133522076]
[65, -94.85086940453328, -178.6188134764009, 64, 0.8762251712550319]
[66, -396.6895548495473, -181.8736006610747, 82, 0.8744727209125218]
[67, -254.90762442450838, -182.94763042230167, 110, 0.8727237754706968]
[68, -235.35502536461462, -183.70715788523376, 84, 0.8709783279197554]
[69, -96.42627519385043, -182.46028813249973, 87, 0.8692363712639158]
[70, -172.80606791906388, -182.3243131999161, 155, 0.867497898521388]
[71, -214.43567300070748, -182.77030430826045, 93, 0.8657629027243453]
[72, -328.5085854002217, -184.76671911773934, 90, 0.8640313769188966]
[73, -196.39361692155325, -184.92383935833143, 113, 0.8623033141650589]
[74, -5.014711049868893, -182.52505098088528, 151, 0.8605787075367288]
[75, -264.80992565593124, -183.60774670029377, 85, 0.8588575501216553]
[76, -233.65967096262767, -184.2577716907137, 139, 0.857139835021412]
[77, -106.81594218097183, -183.2649277226401, 98, 0.8554255553513692]
[78, -112.68356315748144, -182.3714927281444, 138, 0.8537147042406664]
[79, -273.525064734373, -183.51091237822226, 108, 0.8520072748321851]
[80, -143.31209427842532, -183.0146306732865, 103, 0.8503032602825207]
[81, -176.25302065404966, -182.93217201451532, 84, 0.8486026537619556]
[82, -95.98306547180088, -181.88459241761515, 91, 0.8469054484544317]
[83, -117.01775961456134, -181.1123682175788, 120, 0.8452116375575228]
[84, -31.450228482525574, -179.35163716187228, 107, 0.8435212142824078]
[85, -65.89088063190434, -178.0323260394308, 74, 0.841834171853843]
[86, -235.93122189216905, -178.69783058946228, 90, 0.8401505035101353]
[87, -470.62904418947977, -182.0152307440079, 154, 0.838470202503115]
[88, -191.92527057770468, -182.12657950618427, 103, 0.8367932620981088]
[89, -338.4074157271158, -183.8630332419724, 93, 0.8351196755739125]
[90, -175.3539102928537, -183.7695263963777, 141, 0.8334494362227647]
[91, -147.97547464830382, -183.38046061650735, 86, 0.8317825373503192]
[92, -70.84085894676505, -182.17035737274668, 138, 0.8301189722756185]
[93, -155.12809015311967, -181.88267367892087, 115, 0.8284587343310672]
[94, -86.30995112826614, -180.87664502049293, 67, 0.8268018168624051]
[95, -155.4256482680355, -180.61153047098813, 140, 0.8251482132286803]
[96, -49.9305657502014, -179.26430403056764, 104, 0.823497916802223]
[97, -108.50583526827462, -178.54227883911568, 85, 0.8218509209686186]
[98, -104.4601483451275, -177.79397449069154, 125, 0.8202072191266814]
[99, -124.00891456036496, -177.25612389138826, 83, 0.818566804688428]
[100, -87.41677146246622, -175.11817766213477, 71, 0.8169296710790511]
[101, -74.80149083745184, -174.58206688298077, 103, 0.815295811736893]
[102, -160.68503409466615, -175.06104534139288, 133, 0.8136652201134192]
[103, -55.62618901819845, -174.98208182329876, 67, 0.8120378896731923]
[104, -57.71173711399554, -172.92295362857294, 88, 0.8104138138938459]
[105, -97.62885613190667, -171.64090852819126, 144, 0.8087929862660582]
[106, -254.39159425696346, -172.4247499884466, 109, 0.8071754002935261]
[107, -88.36460537406518, -171.4067513357355, 106, 0.805561049492939]
[108, -139.98568038608738, -172.19286271212007, 113, 0.8039499273939532]
[109, -313.9278102885994, -173.0724338482766, 125, 0.8023420275391653]
[110, -97.19813762453899, -172.77108029414788, 145, 0.800737343484087]
[111, -128.37714882460833, -173.07913469838437, 125, 0.7991358687971188]
[112, -206.05183123440025, -172.33717729700757, 145, 0.7975375970595246]
[113, -298.99742619977667, -171.29207728521888, 92, 0.7959425218654056]
[114, -48.19931918384958, -170.65281255567987, 100, 0.7943506368216747]
[115, -98.40967802388067, -170.81944113318892, 112, 0.7927619355480314]
[116, -109.16012167210553, -170.79422093350885, 91, 0.7911764116769353]
[117, -108.52068744615622, -169.9304107317181, 94, 0.7895940588535815]
[118, -81.1296259048541, -169.65249027284645, 64, 0.7880148707358743]
[119, -107.52301894145573, -167.2571092015455, 117, 0.7864388409944025]
[120, -254.96806911507514, -166.65899214250044, 121, 0.7848659633124138]
[121, -71.43373369247817, -164.432665590612, 137, 0.783296231385789]
[122, -140.996328606276, -163.02691204759736, 62, 0.7817296389230174]
[123, -62.30921213754021, -162.1988265018583, 70, 0.7801661796451713]
[124, -87.60436393263102, -162.39624666461893, 82, 0.778605847285881]
[125, -131.7374779769826, -162.47692086595157, 114, 0.7770486355913092]
[126, -72.89015211894832, -161.61178739239753, 81, 0.7754945383201266]
[127, -131.25821922363906, -159.59271322365856, 96, 0.7739435492434863]
[128, -86.11038036547954, -159.11376464911683, 93, 0.7723956621449993]
[129, -159.56436807694365, -157.23068329758974, 137, 0.7708508708207094]
[130, -79.81862714647639, -155.72838611919417, 133, 0.769309169079068]
[131, -126.90030883104546, -155.44687800811462, 91, 0.7677705507409098]
[132, -84.765835707872, -154.74810906061998, 124, 0.766235009639428]
[133, -94.50831899974438, -154.06197647855686, 205, 0.7647025396201492]
[134, -108.12680882329073, -154.26756494655018, 75, 0.763173134540909]
[135, -71.04089919476974, -153.395903750994, 87, 0.7616467882718272]
[136, -110.54401943768505, -152.37532999492825, 97, 0.7601234946952835]
[137, -147.9469670793249, -150.8395634803625, 145, 0.7586032477058929]
[138, -26.678882046367193, -149.64485136711147, 174, 0.7570860412104812]
[139, -61.79134576305481, -149.32188335962093, 71, 0.7555718691280602]
[140, -246.27093547275967, -151.0140061469165, 109, 0.7540607253898041]
[141, -187.2095810902433, -150.93128403143407, 126, 0.7525526039390245]
[142, -45.9130159180841, -148.9949252477546, 97, 0.7510474987311464]
[143, -38.27949442580868, -148.5217982988076, 130, 0.7495454037336841]
[144, -122.1267112764325, -147.66189518265276, 77, 0.7480463129262167]
[145, 48.395406844409905, -144.82333839532578, 91, 0.7465502203003642]
[146, -75.76366352276017, -144.7024491553745, 80, 0.7450571198597635]
[147, -66.70707451170433, -143.71652511367031, 174, 0.743567005620044]
[148, -115.9923282747268, -143.7129418756642, 107, 0.7420798716088038]
[149, -104.35270143646042, -143.29869725693584, 119, 0.7405957118655863]
[150, -71.27324148739615, -141.24768481937429, 91, 0.7391145204418551]
[151, -66.81988928909475, -141.02604132775002, 81, 0.7376362914009714]
[152, -115.81152232924758, -140.46594833835977, 114, 0.7361610188181695]
[153, -72.68783012881698, -140.14816358561166, 119, 0.7346886967805332]
[154, -26.599417894600435, -139.42276205277588, 112, 0.733219319386972]
[155, -123.03723999110146, -138.8804456369131, 84, 0.7317528807481981]
[156, -75.41993127308066, -137.8836329134781, 75, 0.7302893749867018]
[157, -193.34769481379934, -139.21055352647699, 115, 0.7288287962367284]
[158, -67.57967337805633, -138.83596753922436, 157, 0.727371138644255]
[159, -297.0154444919239, -140.28236896342466, 86, 0.7259163963669665]
[160, -7.31028281677267, -138.83989854559545, 144, 0.7244645635742325]
[161, -66.51573932318826, -134.63610607040016, 106, 0.723015634447084]
[162, -158.28620687444936, -133.2359664191803, 127, 0.7215696031781899]
[163, -84.53422818689197, -132.35176875640244, 124, 0.7201264639718334]
[164, -102.42447973129606, -132.3960557249084, 102, 0.7186862110438897]
[165, -8.230455105379008, -131.52985158191686, 149, 0.717248838621802]
[166, -57.39507211054552, -128.13690675452682, 98, 0.7158143409445584]
[167, -76.61057492228583, -126.35393625950462, 115, 0.7143827122626694]
[168, -89.66251761031084, -124.89701118196157, 82, 0.7129539468381441]
[169, -58.38359145080624, -124.51658434453113, 78, 0.7115280389444678]
[170, -27.165216335486676, -123.06017582869535, 135, 0.7101049828665789]
[171, -106.78910148657334, -121.98371011355401, 100, 0.7086847729008457]
[172, -10.549307202357596, -118.80411733157538, 125, 0.707267403355044]
[173, 2.685722766888034, -116.81332393469098, 162, 0.705852868548334]
[174, -11.912787504074203, -116.88230469923303, 145, 0.7044411628112373]
[175, 1.4989235371805307, -114.21921620730191, 130, 0.7030322804856147]
[176, -136.04167701418467, -113.24303626781747, 103, 0.7016262159246435]
[177, -101.285333456017, -113.18773018056793, 119, 0.7002229634927942]
[178, -20.72586067329145, -112.26815315572603, 137, 0.6988225175658086]
[179, -66.30044636205174, -110.19590697200282, 115, 0.697424872530677]
[180, -8.111358166978135, -108.84389961088834, 176, 0.6960300227856157]
[181, -50.97123719745046, -107.59108177632235, 73, 0.6946379627400444]
[182, -151.9492648440181, -108.1507437700445, 100, 0.6932486868145643]
[183, -88.63366819624906, -107.86690285586138, 112, 0.6918621894409351]
[184, -32.48212914604467, -107.87722186249658, 145, 0.6904784650620532]
[185, -74.9517742571777, -107.96783079874933, 82, 0.6890975081319292]
[186, -181.7041366146064, -107.42555994597369, 81, 0.6877193131156653]
[187, -93.34762888198343, -103.65274579289873, 106, 0.6863438744894339]
[188, -61.91622646307483, -102.35265535175242, 80, 0.684971186740455]
[189, -70.5523058132474, -99.67410425261374, 110, 0.6836012443669741]
[190, -46.946087892378515, -98.39002602860899, 76, 0.6822340418782402]
[191, -29.142616516686147, -97.20169744729283, 102, 0.6808695737944838]
[192, -46.173998525671145, -96.95502884308189, 116, 0.6795078346468948]
[193, -54.04312338334402, -95.94417917538414, 118, 0.678148818977601]
[194, -80.29015711647142, -95.88398123526618, 65, 0.6767925213396458]
[195, -30.88501438679654, -94.6385748964538, 104, 0.6754389362969666]
[196, 2.34417934822514, -94.1158274454695, 165, 0.6740880584243727]
[197, -104.3629743233655, -94.0743988360204, 93, 0.6727398823075239]
[198, -70.61840199390042, -93.73598137250816, 93, 0.6713944025429088]
[199, -47.516525562460096, -92.9710574825291, 76, 0.670051613737823]
[200, -42.23216210975906, -92.51921138900205, 139, 0.6687115105103473]
[201, -61.48922196275436, -92.38608870025506, 87, 0.6673740874893266]
[202, -63.883100225214136, -91.41806936156054, 120, 0.6660393393143479]
[203, -96.41152375418177, -91.82592270892037, 103, 0.6647072606357192]
[204, 34.447135026974706, -90.90433398751065, 118, 0.6633778461144477]
[205, -61.796513052109106, -90.54601055671269, 167, 0.6620510904222189]
[206, -71.1107010936766, -88.7132016250798, 122, 0.6607269882413744]
[207, -72.05838289808347, -88.55013940032, 119, 0.6594055342648917]
[208, 22.536852962859257, -86.92491406683054, 148, 0.6580867231963619]
[209, -14.739960467365222, -83.93303556861818, 94, 0.6567705497499692]
[210, -94.2507232676328, -83.90356142504912, 115, 0.6554570086504692]
[211, -76.90684703275551, -83.38885840713061, 92, 0.6541460946331682]
[212, -77.90134904192348, -82.10735358520586, 180, 0.6528378024439019]
[213, -53.613072046064495, -79.65351004366873, 128, 0.6515321268390141]
[214, -38.795331902944184, -79.55947017085967, 133, 0.6502290625853361]
[215, -62.3170276722733, -79.19854366734359, 143, 0.6489286044601654]
[216, -10.920216304519528, -78.21614461366772, 157, 0.6476307472512451]
[217, -34.88502514328265, -77.479787990639, 106, 0.6463354857567426]
[218, -60.52003956186612, -77.27369212720912, 108, 0.6450428147852291]
[219, -73.35389921159329, -76.9320009299105, 208, 0.6437527291556586]
[220, -94.94280147326413, -75.33174825349238, 124, 0.6424652236973473]
[221, -35.51064718139318, -74.97251738838153, 105, 0.6411802932499525]
[222, -107.5851617181156, -74.63840571949993, 81, 0.6398979326634526]
[223, -84.2408959277293, -74.85772255740181, 173, 0.6386181367981257]
[224, -74.23070172731363, -74.72398593534864, 132, 0.6373409005245295]
[225, -73.1355669272579, -74.13796682485139, 92, 0.6360662187234805]
[226, -17.59843629091469, -73.58504966657105, 123, 0.6347940862860335]
[227, -61.41509195419191, -72.88661839387659, 128, 0.6335244981134615]
[228, -56.541723775439536, -72.59093182797619, 114, 0.6322574491172346]
[229, -20.96387772331873, -71.20492692443993, 148, 0.6309929342190002]
[230, -39.05515279317335, -70.79729218090691, 98, 0.6297309483505622]
[231, 11.954354911332032, -69.40874554348312, 135, 0.6284714864538611]
[232, -83.70440404735058, -69.39813122687791, 76, 0.6272145434809534]
[233, -76.98231543112365, -69.2228711911917, 192, 0.6259601143939915]
[234, -53.19435370678086, -68.6735466400266, 168, 0.6247081941652035]
[235, -83.08777925200022, -68.79401544059891, 125, 0.6234587777768731]
[236, -121.83187195696348, -68.90689396579171, 122, 0.6222118602213194]
[237, -68.41256066991885, -68.11154990169766, 93, 0.6209674365008767]
[238, -72.43715203660611, -68.56913260160003, 218, 0.619725501627875]
[239, -47.5199862916175, -68.42641900688567, 134, 0.6184860506246193]
[240, -68.09152441709976, -66.64462489632906, 135, 0.61724907852337]
[241, -68.58861839434485, -65.4584152693701, 79, 0.6160145803663232]
[242, 22.384766299292934, -64.77543744719632, 107, 0.6147825512055906]
[243, -61.258095774502976, -65.00522346068325, 141, 0.6135529861031793]
[244, -27.819768611870145, -64.06215403403763, 100, 0.612325880130973]
[245, -156.92061062008412, -66.11531420868259, 119, 0.611101228370711]
[246, -38.967423971880855, -65.74735181317378, 175, 0.6098790259139696]
[247, -80.14977076191416, -65.88177877567587, 196, 0.6086592678621416]
[248, -44.52912731133125, -65.16714676604192, 151, 0.6074419493264174]
[249, -47.985526609175935, -64.60347501776909, 203, 0.6062270654277645]
[250, -64.6083282682775, -64.5368258855779, 150, 0.6050146112969089]
[251, -67.01230750888588, -64.53875006777581, 116, 0.6038045820743151]
[252, -5.824094867714194, -63.43887579316047, 179, 0.6025969729101665]
[253, -124.74968645064581, -63.95949435637875, 110, 0.6013917789643461]
[254, 35.11556065026473, -63.34234457093011, 1000, 0.6001889954064175]
[255, -53.685095811180645, -62.648823129130896, 180, 0.5989886174156046]
[256, -0.16797169842010362, -61.89630353338429, 235, 0.5977906401807734]
[257, -40.872429268461474, -60.371550877930915, 184, 0.5965950589004119]
[258, -102.22095045195566, -60.71796364866992, 94, 0.595401868782611]
[259, -47.957790733513576, -58.22738711108581, 219, 0.5942110650450458]
[260, -44.449863725185175, -58.598782920169945, 128, 0.5930226429149558]
[261, -20.81323174612551, -58.14175784439931, 92, 0.5918365976291259]
[262, -43.647818077665065, -56.99537395643146, 153, 0.5906529244338676]
[263, -78.49836241038632, -56.9350152986664, 105, 0.5894716185849999]
[264, -48.68756866712789, -56.39764618802473, 124, 0.5882926753478298]
[265, -46.231182745319444, -56.77765346442413, 131, 0.5871160899971342]
[266, 10.09998178218197, -56.10270292549685, 148, 0.5859418578171399]
[267, -80.5941862776145, -56.14253903905014, 166, 0.5847699741015057]
[268, -86.51940557334386, -56.11110791868046, 136, 0.5836004341533026]
[269, -126.70571918125685, -56.794329195984965, 237, 0.5824332332849961]
[270, 15.491993000303609, -56.36775710262707, 137, 0.5812683668184261]
[271, -72.83052383489151, -56.02817132611024, 136, 0.5801058300847892]
[272, -92.51719251761259, -56.84785017926279, 108, 0.5789456184246197]
[273, -48.634572158205245, -57.36105312851374, 183, 0.5777877271877704]
[274, -71.53200485357775, -57.95724530200877, 184, 0.5766321517333949]
[275, -16.09487159876663, -58.13318325336825, 172, 0.5754788874299281]
[276, -77.93021065840296, -57.55206858981043, 96, 0.5743279296550683]
[277, -84.54910282185216, -57.38470628346877, 160, 0.5731792737957582]
[278, -72.37685607804994, -57.901216237516365, 123, 0.5720329152481667]
[279, -19.299424961365517, -57.431206023509496, 122, 0.5708888494176704]
[280, -80.89394060605585, -58.15903184790029, 152, 0.569747071718835]
[281, -57.017724403765655, -58.21949671996344, 283, 0.5686075775753973]
[282, -71.0491188988344, -57.41049526051161, 94, 0.5674703624202465]
[283, -106.42081338503468, -57.58836671239945, 213, 0.5663354216954061]
[284, -54.48289008732927, -57.80837432181229, 134, 0.5652027508520152]
[285, -48.50734308694611, -57.54393001010997, 851, 0.5640723453503111]
[286, -83.72141610149005, -56.5641028049788, 78, 0.5629442006596105]
[287, -59.61476007050691, -56.22677411686404, 104, 0.5618183122582913]
[288, -51.77774879615376, -56.125389340194836, 151, 0.5606946756337747]
[289, -56.10892194723324, -55.9809555015347, 199, 0.5595732862825071]
[290, 1.3520618688800283, -55.49797400392212, 153, 0.5584541397099421]
[291, -68.89377041247039, -55.89548554287995, 122, 0.5573372314305222]
[292, -73.08726889407649, -56.164618246564004, 164, 0.5562225569676611]
[293, -98.49287082513236, -56.60911572098189, 142, 0.5551101118537257]
[294, -65.1745952754623, -56.457960102571796, 211, 0.5539998916300183]
[295, -21.234599291504665, -56.36145595161888, 121, 0.5528918918467582]
[296, -22.81449038369466, -56.613042648938084, 182, 0.5517861080630647]
[297, -37.88403986521692, -55.9482533043566, 99, 0.5506825358469386]
[298, -134.04483642247578, -56.582517648642344, 342, 0.5495811707752447]
[299, -5.721347876117065, -56.164565871778926, 203, 0.5484820084336942]
[300, 13.43179847450304, -55.60792626593629, 136, 0.5473850444168268]
[301, -89.64089365176255, -55.889442982826374, 74, 0.5462902743279932]
[302, -49.85815703104004, -55.74919355088464, 240, 0.5451976937793371]
[303, -40.46929679037321, -55.18977128124654, 153, 0.5441072983917784]
[304, -87.47453127288605, -56.40898794424516, 111, 0.5430190837949949]
[305, -18.039337490220134, -55.971416188626264, 194, 0.5419330456274049]
[306, -20.106116993409657, -55.46137034762361, 171, 0.5408491795361501]
[307, -42.56400013197336, -55.16642651996251, 188, 0.5397674811770777]
[308, -51.13985748845742, -55.90319362447567, 100, 0.5386879462147236]
[309, -63.98716426354811, -56.39566566243749, 213, 0.5376105703222942]
[310, -242.369346211037, -57.87685189187153, 180, 0.5365353491816496]
[311, -35.957034922241945, -57.467353770766394, 142, 0.5354622784832863]
[312, -90.55974762761859, -57.593937756623355, 150, 0.5343913539263198]
[313, -50.86064801212484, -57.56641351628396, 220, 0.5333225712184672]
[314, -43.283581278109324, -57.61129601003561, 328, 0.5322559260760302]
[315, -80.38015152567172, -57.7919272485696, 221, 0.5311914142238782]
[316, -59.421127185311704, -58.276936357377515, 241, 0.5301290313954304]
[317, -15.045600295023291, -58.078542108894915, 142, 0.5290687733326396]
[318, -120.90275439992723, -58.68236925727553, 82, 0.5280106357859743]
[319, -29.52408206113131, -58.24407108577091, 174, 0.5269546145144024]
[320, -68.29431569660599, -57.97758622800433, 108, 0.5259007052853736]
[321, -55.64906280211792, -58.17897038421158, 224, 0.5248489038748029]
[322, -110.44995112937376, -58.20761827832416, 581, 0.5237992060670532]
[323, -44.91804591056162, -57.81438977815248, 129, 0.5227516076549191]
[324, -103.96353421167834, -58.11171810299612, 220, 0.5217061044396093]
[325, 4.5926426664802165, -57.33443600705875, 315, 0.52066269223073]
[326, -22.612528162405468, -57.38457692577364, 218, 0.5196213668462686]
[327, -11.828095475432406, -56.88870696098606, 143, 0.5185821241125761]
[328, -160.9707952273516, -57.932997675505185, 118, 0.5175449598643509]
[329, -190.58060771655607, -59.62916497543756, 359, 0.5165098699446222]
[330, -4.024685301988242, -59.278860300525714, 214, 0.515476850204733]
[331, -74.81797103062115, -60.14658355994524, 219, 0.5144458965043235]
[332, 46.37627199755059, -58.84577679949623, 172, 0.5134170047113148]
[333, -94.81261739316868, -59.02407981911668, 201, 0.5123901707018922]
[334, 9.640363116769734, -58.39573265088118, 257, 0.5113653903604884]
[335, -68.87396070529358, -58.25359446541412, 162, 0.5103426595797674]
[336, -252.16484263915416, -59.556924172236016, 372, 0.5093219742606079]
[337, -31.461482509602902, -59.187413390632855, 81, 0.5083033303120866]
[338, -26.107908349297162, -58.724120953759765, 152, 0.5072867236514624]
[339, -45.616323844920885, -58.705084329292795, 1000, 0.5062721502041595]
[340, -73.84566490875083, -58.76262573420931, 152, 0.5052596059037512]
[341, -5.164354719140647, -58.12838309745725, 168, 0.5042490866919437]
[342, -85.3617218248675, -59.20584797869887, 138, 0.5032405885185598]
[343, -46.62087455410098, -59.05947576649484, 297, 0.5022341073415226]
[344, -64.66357342837111, -59.42791381465984, 71, 0.5012296391268396]
[345, -13.67443606948359, -57.99545206915384, 134, 0.5002271798485859]
[346, -101.38994532250928, -58.619677282660135, 413, 0.4992267254888887]
[347, -47.563747186739334, -58.29381704690839, 294, 0.4982282720379109]
[348, -32.14559088593363, -58.16998168265441, 136, 0.4972318154938351]
[349, -83.2750705839204, -58.52287712240186, 317, 0.49623735186284745]
[350, -78.65580599275943, -58.66335189964668, 352, 0.49524487715912174]
[351, -72.92347630224855, -58.72246358758029, 1000, 0.4942543874048035]
[352, -126.14300053984417, -59.9256526443016, 844, 0.4932658786299939]
[353, -53.95802921810564, -59.21773607197619, 1000, 0.4922793468727339]
[354, -84.18027222561136, -60.410694400734954, 97, 0.4912947881789884]
[355, -153.67862121862254, -61.41062965480937, 138, 0.4903121986026304]
